case_id,agent_type,persona_type,difficulty,v_i,judge_s_resolution,judge_s_completeness,judge_s_tone,s_answer_quality,s_grounding,grounding_order_id,grounding_status,grounding_amount,grounding_policy_claim,grounding_policy_condition,s_outcome,tool_f1,tool_arg_correctness,tool_result_usage,s_tool,used_tools,expected_tools,traj_flow_order,traj_no_loops,traj_no_redundancy,traj_identity_verified,s_trajectory,total_tokens,execution_seconds,s_efficiency,i_fatal,fatal_reasons,s_raw,s_agent,proxy_cost,net_value
CASE_025,Reflection,Adversarial,easy,1,5,5,5,100.0,100.0,True,,,,,100.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25647,190.83,19.9,0,,74.0,74.0,20.31,0.5369
CASE_026,Reflection,Adversarial,easy,1,5,5,5,100.0,100.0,True,,,,,100.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25620,190.51,19.9,0,,74.0,74.0,20.3,0.537
CASE_027,Reflection,Adversarial,easy,1,5,5,5,100.0,100.0,True,,,,,100.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25693,191.86,19.7,0,,73.9,73.9,20.32,0.5358
CASE_028,Reflection,Adversarial,easy,1,2,2,5,40.0,100.0,True,True,,,,64.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25628,190.32,19.9,0,,56.0,56.0,20.3,0.357
CASE_029,Reflection,Adversarial,easy,1,2,2,4,35.0,100.0,True,,,,,61.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25629,190.8,19.9,0,,54.5,54.5,20.3,0.342
CASE_030,Reflection,Adversarial,easy,1,5,5,5,100.0,100.0,True,,,,,100.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25642,192.87,19.6,0,,73.9,73.9,20.31,0.5359
CASE_031,Reflection,Adversarial,easy,1,5,5,3,90.0,100.0,True,True,,,,94.0,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,25688,191.88,19.7,0,,77.6,77.6,20.32,0.5728
CASE_032,Reflection,Adversarial,easy,1,5,5,5,100.0,100.0,True,,,,,100.0,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,25652,193.35,19.6,0,,80.6,80.6,20.31,0.6029
CASE_033,Reflection,Adversarial,easy,1,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,1.0,1.0,50.0,query_order,get_account_info,True,True,True,True,100.0,25682,191.75,19.8,0,,74.0,74.0,20.31,0.5369
CASE_034,Reflection,Adversarial,easy,1,5,5,5,100.0,100.0,True,True,,,,100.0,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,25637,190.71,19.9,0,,80.6,80.6,20.3,0.603
CASE_035,Reflection,Adversarial,easy,1,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,1.0,1.0,50.0,query_order,get_account_info,True,True,True,True,100.0,25688,193.81,19.5,0,,73.9,73.9,20.32,0.5358
CASE_036,Reflection,Adversarial,easy,1,5,5,4,95.0,100.0,True,True,,,,97.0,0.0,1.0,1.0,50.0,query_order,get_account_info,True,True,True,True,100.0,25672,190.9,19.8,0,,72.5,72.5,20.31,0.5219
CASE_037,Reflection,Adversarial,easy,1,4,5,4,82.5,100.0,True,True,,,,89.5,0.0,1.0,1.0,50.0,query_order,get_account_info,True,True,True,True,100.0,25687,191.59,19.8,0,,68.7,68.7,20.31,0.4839
CASE_038,Reflection,Adversarial,easy,1,2,2,3,30.0,100.0,True,True,,,,58.0,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,25649,191.3,19.8,0,,59.6,59.6,20.31,0.3929
CASE_039,Reflection,Adversarial,easy,1,2,2,4,35.0,100.0,True,True,,,,61.0,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,25649,193.03,19.6,0,,61.1,61.1,20.31,0.4079
CASE_040,Reflection,Adversarial,easy,1,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25665,193.69,19.6,0,,73.9,73.9,20.31,0.5359
CASE_041,Reflection,Adversarial,easy,1,3,2,4,47.5,100.0,True,True,,,,68.5,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,25648,191.71,19.8,0,,64.9,64.9,20.31,0.4459
CASE_042,Reflection,Adversarial,easy,1,5,4,4,87.5,100.0,True,True,,,,92.5,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,25670,191.34,19.8,0,,76.9,76.9,20.31,0.5659
CASE_043,Reflection,Adversarial,easy,1,4,3,3,62.5,50.0,True,False,,,,57.5,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,25674,191.52,19.8,0,,59.4,59.4,20.31,0.3909
CASE_044,Reflection,Adversarial,easy,1,3,2,4,47.5,100.0,True,True,,,,68.5,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,25669,192.6,19.7,0,,64.8,64.8,20.31,0.4449
CASE_045,Reflection,Adversarial,easy,1,3,2,4,47.5,100.0,True,True,,,,68.5,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,25661,194.23,19.5,0,,64.8,64.8,20.31,0.4449
CASE_046,Reflection,Adversarial,easy,1,5,2,4,72.5,100.0,True,True,,,,83.5,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,25678,191.7,19.8,0,,72.4,72.4,20.31,0.5209
CASE_047,Reflection,Adversarial,easy,1,5,5,4,95.0,50.0,True,False,,,,77.0,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,25673,191.4,19.8,0,,69.1,69.1,20.31,0.4879
CASE_048,Reflection,Adversarial,easy,1,1,1,3,10.0,100.0,,,,,,46.0,0.667,1.0,0.0,58.3,query_order,get_account_info|query_order,True,True,True,True,100.0,20565,145.74,26.0,0,,49.9,49.9,19.26,0.3064
CASE_049,Reflection,Adversarial,easy,1,1,1,3,10.0,100.0,True,True,,,,46.0,0.0,1.0,1.0,50.0,query_order,get_account_info,True,True,True,True,100.0,25655,191.11,19.8,0,,47.0,47.0,20.31,0.2669
CASE_050,Reflection,Adversarial,easy,1,2,2,4,35.0,100.0,True,,,,,61.0,0.0,1.0,1.0,50.0,apply_refund|query_order,get_policy,True,True,True,True,100.0,25624,191.36,19.8,0,,54.5,54.5,20.3,0.342
CASE_051,Reflection,Adversarial,medium,2,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25660,191.05,20.0,0,,62.7,62.7,20.31,1.0509
CASE_052,Reflection,Adversarial,medium,2,5,3,4,80.0,100.0,True,True,,,,88.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,18727,144.24,26.4,0,,75.9,75.9,13.87,1.3793
CASE_053,Reflection,Adversarial,medium,2,5,5,4,95.0,100.0,True,,,,,97.0,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,25649,190.94,20.0,0,,82.5,82.5,20.31,1.4469
CASE_054,Reflection,Adversarial,medium,2,5,2,4,72.5,100.0,True,True,,,,83.5,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25625,190.54,20.0,0,,72.4,72.4,20.3,1.245
CASE_055,Reflection,Adversarial,medium,2,5,2,4,72.5,100.0,True,True,,,,83.5,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25635,190.61,20.0,0,,72.4,72.4,20.3,1.245
CASE_056,Reflection,Adversarial,medium,2,4,2,4,60.0,100.0,True,True,,,,76.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25643,190.66,20.0,0,,62.0,62.0,20.31,1.0369
CASE_057,Reflection,Adversarial,medium,2,5,5,4,95.0,100.0,True,True,,,,97.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,True,100.0,25663,194.18,19.6,0,,79.1,79.1,20.31,1.3789
CASE_058,Reflection,Adversarial,medium,2,2,2,5,40.0,100.0,True,,,,,64.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25623,191.0,20.0,0,,56.0,56.0,20.3,0.917
CASE_059,Reflection,Adversarial,medium,2,5,3,3,75.0,100.0,True,True,,,,85.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25665,192.44,19.8,0,,73.1,73.1,20.31,1.2589
CASE_060,Reflection,Adversarial,medium,2,3,2,4,47.5,100.0,True,True,,,,68.5,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,25677,190.98,20.0,0,,64.9,64.9,20.31,1.0949
CASE_061,Reflection,Adversarial,medium,2,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,25634,192.66,19.8,0,,62.6,62.6,20.3,1.049
CASE_062,Reflection,Adversarial,medium,2,4,3,3,62.5,100.0,True,,,,,77.5,0.5,1.0,1.0,75.0,cancel_order|query_order,apply_refund|query_order,True,True,True,True,100.0,25671,191.61,19.9,0,,67.7,67.7,20.31,1.1509
CASE_063,Reflection,Adversarial,medium,2,2,2,5,40.0,100.0,True,,,,,64.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,25642,190.98,20.0,0,,62.7,62.7,20.31,1.0509
CASE_064,Reflection,Adversarial,medium,2,5,3,5,85.0,100.0,True,,,,,91.0,0.5,1.0,1.0,75.0,cancel_order|query_order,apply_refund|query_order,True,True,True,True,100.0,25664,191.43,19.9,0,,74.5,74.5,20.31,1.2869
CASE_065,Reflection,Adversarial,medium,2,2,2,4,35.0,100.0,True,True,,,,61.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,25624,191.13,20.0,0,,61.2,61.2,20.3,1.021
CASE_066,Reflection,Adversarial,medium,2,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,25629,190.57,20.0,0,,62.7,62.7,20.3,1.051
CASE_067,Reflection,Adversarial,medium,2,2,2,4,35.0,100.0,True,True,,,,61.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,25642,190.63,20.0,0,,61.2,61.2,20.31,1.0209
CASE_068,Reflection,Adversarial,medium,2,2,2,3,30.0,100.0,True,True,,,,58.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,25688,193.01,19.8,0,,59.6,59.6,20.32,0.9888
CASE_069,Reflection,Adversarial,medium,2,2,2,4,35.0,100.0,True,True,,,,61.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,25630,192.66,19.8,0,,61.1,61.1,20.3,1.019
CASE_070,Reflection,Adversarial,medium,2,2,2,4,35.0,100.0,True,True,,,,61.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,25637,190.59,20.0,0,,61.2,61.2,20.3,1.021
CASE_071,Reflection,Adversarial,medium,2,5,5,5,100.0,100.0,True,,,,,100.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25641,190.34,20.0,0,,74.0,74.0,20.31,1.2769
CASE_072,Reflection,Adversarial,medium,2,2,2,3,30.0,100.0,True,True,,,,58.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25638,190.07,20.1,0,,53.0,53.0,20.3,0.857
CASE_073,Reflection,Adversarial,medium,2,5,5,5,100.0,100.0,True,,,,,100.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25643,190.5,20.0,0,,74.0,74.0,20.31,1.2769
CASE_074,Reflection,Adversarial,medium,2,2,4,4,50.0,100.0,True,,,,,70.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25648,190.75,20.0,0,,59.0,59.0,20.31,0.9769
CASE_075,Reflection,Adversarial,easy,1,5,5,4,95.0,100.0,True,,,,,97.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25637,,30.4,0,,84.6,84.6,20.3,0.643
CASE_075,Reflection,Adversarial,easy,1,3,5,5,75.0,100.0,True,,,,,85.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25636,254.06,14.9,0,,75.5,75.5,20.3,0.552
CASE_075,Reflection,Adversarial,easy,1,3,5,4,70.0,100.0,True,,,,,82.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25637,142.56,26.6,0,,76.3,76.3,20.3,0.56
CASE_076,Reflection,Adversarial,medium,2,5,5,5,100.0,100.0,True,,,,,100.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25643,190.88,20.0,0,,74.0,74.0,20.31,1.2769
CASE_077,Reflection,Adversarial,medium,2,5,5,4,95.0,100.0,True,,,,,97.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25652,190.96,20.0,0,,72.5,72.5,20.31,1.2469
CASE_078,Reflection,Adversarial,medium,2,5,5,4,95.0,100.0,True,,,,,97.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25649,191.22,20.0,0,,72.5,72.5,20.31,1.2469
CASE_079,Reflection,Adversarial,medium,2,2,2,5,40.0,50.0,True,False,,,,44.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25709,191.75,19.9,0,,46.0,46.0,20.32,0.7168
CASE_080,Reflection,Adversarial,medium,2,5,5,5,100.0,100.0,True,,,,,100.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,25640,192.61,19.8,0,,74.0,74.0,20.31,1.2769
CASE_081,Reflection,Adversarial,medium,2,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,1.0,1.0,50.0,query_order,get_account_info,True,True,True,True,100.0,25658,191.25,19.9,0,,74.0,74.0,20.31,1.2769
CASE_082,Reflection,Adversarial,medium,2,3,3,3,50.0,100.0,True,True,,,,70.0,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,25674,191.57,19.9,0,,65.6,65.6,20.31,1.1089
CASE_083,Reflection,Adversarial,medium,2,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,1.0,1.0,50.0,query_order,get_account_info,True,True,True,True,100.0,25683,191.5,19.9,0,,74.0,74.0,20.31,1.2769
CASE_084,Reflection,Adversarial,medium,2,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,1.0,1.0,50.0,query_order,get_account_info,True,True,True,True,100.0,25727,191.9,19.9,0,,74.0,74.0,20.32,1.2768
CASE_085,Reflection,Adversarial,medium,2,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,1.0,1.0,50.0,query_order,get_account_info,True,True,True,True,100.0,25681,192.5,19.8,0,,74.0,74.0,20.31,1.2769
CASE_086,Reflection,Adversarial,medium,2,5,3,3,75.0,100.0,True,True,,,,85.0,0.5,1.0,1.0,75.0,cancel_order|query_order,get_policy|query_order,True,True,True,True,100.0,83183,173.87,21.9,0,,71.9,71.9,47.21,0.9659
CASE_087,Reflection,Adversarial,medium,2,2,2,3,30.0,100.0,,,,,,58.0,0.0,1.0,1.0,50.0,,get_account_info,True,True,True,True,100.0,81958,165.05,23.1,0,,53.6,53.6,46.96,0.6024
CASE_088,Reflection,Adversarial,medium,2,1,2,2,12.5,100.0,,,,,,47.5,0.667,1.0,0.0,58.3,query_order,get_policy|query_order,True,True,True,True,100.0,92968,204.48,18.7,0,,49.1,49.1,34.24,0.6396
CASE_089,Reflection,Adversarial,medium,2,2,2,3,30.0,100.0,True,True,,,,58.0,0.0,1.0,1.0,50.0,,get_account_info,True,True,True,True,100.0,201813,315.86,12.1,0,,51.4,51.4,71.76,0.3104
CASE_090,Reflection,Adversarial,medium,2,4,4,5,80.0,100.0,True,True,,True,,88.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25709,,42.3,0,,82.5,82.5,20.32,1.4468
CASE_090,Reflection,Adversarial,medium,2,4,5,5,87.5,100.0,True,True,,True,,92.5,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25709,223.35,17.1,0,,79.7,79.7,20.32,1.3908
CASE_090,Reflection,Adversarial,medium,2,5,5,4,95.0,100.0,True,True,,True,,97.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,25709,170.88,22.3,0,,83.0,83.0,20.32,1.4568
CASE_091,Reflection,Adversarial,medium,2,3,5,5,75.0,100.0,True,True,,,,85.0,0.0,1.0,1.0,50.0,,get_policy,True,True,True,True,100.0,59583,132.13,28.9,0,,68.3,68.3,42.33,0.9427
CASE_092,Reflection,Adversarial,medium,2,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,1.0,1.0,50.0,,get_policy|query_order,True,True,True,True,100.0,59885,136.77,27.9,0,,75.6,75.6,42.39,1.0881
CASE_093,Reflection,Adversarial,medium,2,2,2,3,30.0,100.0,,True,,,,58.0,0.0,1.0,1.0,50.0,,get_policy,True,True,True,True,100.0,203854,353.67,10.8,0,,51.2,51.2,72.18,0.3022
CASE_094,Reflection,Adversarial,medium,2,5,5,5,100.0,100.0,,True,,,,100.0,0.0,1.0,1.0,50.0,,get_policy,True,True,True,True,100.0,205281,353.34,10.8,0,,72.2,72.2,72.47,0.7193
CASE_095,Reflection,Adversarial,medium,2,3,2,5,52.5,100.0,True,,,,,71.5,0.0,1.0,1.0,50.0,,get_policy,True,True,True,True,100.0,87350,193.73,19.7,0,,59.7,59.7,48.07,0.7133
CASE_096,Reflection,Adversarial,medium,2,2,4,5,55.0,100.0,True,True,True,,,73.0,0.0,1.0,1.0,50.0,,get_policy,True,True,True,True,100.0,189392,330.42,11.5,0,,58.8,58.8,69.19,0.4841
CASE_097,Reflection,Adversarial,medium,2,5,5,5,100.0,100.0,,,,,,100.0,0.0,1.0,0.0,25.0,query_order,get_policy,True,True,True,True,100.0,90518,152.72,25.0,0,,70.0,70.0,38.73,1.0127
CASE_098,Reflection,Adversarial,medium,2,2,4,5,55.0,100.0,True,True,,,,73.0,0.0,1.0,1.0,50.0,,get_policy|query_order,True,True,True,True,100.0,183024,309.07,12.3,0,,59.0,59.0,67.87,0.5013
CASE_099,Reflection,Adversarial,medium,2,5,5,5,100.0,50.0,True,False,,,,80.0,0.0,1.0,1.0,50.0,,get_policy|query_order,True,True,True,True,100.0,188139,337.76,11.3,0,,62.3,62.3,68.93,0.5567
CASE_100,Reflection,Adversarial,medium,2,2,2,2,25.0,100.0,True,True,,,,55.0,0.0,1.0,1.0,50.0,,get_policy,True,True,True,True,100.0,149506,265.96,14.3,0,,50.4,50.4,60.93,0.3987
CASE_101,Reflection,Adversarial,hard,3,5,5,5,100.0,100.0,True,True,,,,100.0,0.667,1.0,1.0,83.3,cancel_order|query_order,query_order,True,True,True,True,100.0,105975,145.18,30.2,0,,82.7,82.7,36.93,2.1117
CASE_102,Reflection,Adversarial,hard,3,2,2,5,40.0,100.0,True,,,,,64.0,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,140183,213.25,20.6,0,,66.1,66.1,49.0,1.493
CASE_103,Reflection,Adversarial,hard,3,5,5,5,100.0,50.0,True,False,,,,80.0,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,96102,153.8,28.5,0,,75.7,75.7,39.88,1.8722
CASE_104,Reflection,Adversarial,hard,3,1,1,4,15.0,100.0,True,,,,,49.0,0.0,1.0,1.0,50.0,,get_policy,True,True,True,True,100.0,208211,348.16,12.6,0,,47.0,47.0,73.08,0.6792
CASE_105,Reflection,Adversarial,hard,3,1,2,2,12.5,100.0,True,True,True,,,47.5,0.0,1.0,1.0,50.0,,query_order|track_shipping,True,True,True,True,100.0,171344,268.04,16.4,0,,47.0,47.0,65.45,0.7555
CASE_106,Reflection,Adversarial,hard,3,2,2,2,25.0,100.0,True,True,,,,55.0,0.0,1.0,1.0,50.0,,query_order|track_shipping,True,True,True,True,100.0,126836,218.82,20.1,0,,51.5,51.5,56.24,0.9826
CASE_107,Reflection,Adversarial,hard,3,2,2,5,40.0,100.0,True,True,,,,64.0,0.0,1.0,1.0,50.0,,get_policy,True,True,True,True,100.0,203909,341.26,12.9,0,,54.6,54.6,72.19,0.9161
CASE_108,Reflection,Adversarial,hard,3,1,1,1,0.0,0.0,,False,,,,0.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,True,100.0,118278,196.72,22.3,0,,31.1,31.1,49.47,0.4383
CASE_109,Reflection,Adversarial,hard,3,4,3,5,72.5,100.0,True,,,,,83.5,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,True,100.0,114955,167.1,26.3,0,,73.7,73.7,43.78,1.7732
CASE_110,Reflection,Adversarial,hard,3,5,4,5,92.5,100.0,True,True,,,,95.5,0.0,1.0,1.0,50.0,,query_order|track_shipping,True,True,True,True,100.0,143539,250.39,17.5,0,,71.2,71.2,59.7,1.539
CASE_111,Reflection,Adversarial,hard,3,1,1,3,10.0,100.0,,,,,,46.0,0.0,1.0,1.0,50.0,,apply_refund|query_order,True,True,True,True,100.0,37599,76.17,57.6,0,,54.5,54.5,22.78,1.4072
CASE_112,Reflection,Adversarial,hard,3,5,3,3,75.0,100.0,,True,True,,,85.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,186536,347.65,12.6,0,,71.7,71.7,68.6,1.465
CASE_113,Reflection,Adversarial,hard,3,5,5,5,100.0,50.0,True,,False,,,80.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,45964,83.12,52.8,0,,77.2,77.2,24.51,2.0709
CASE_114,Reflection,Adversarial,hard,3,1,1,4,15.0,100.0,True,True,True,,,49.0,0.0,1.0,1.0,50.0,,apply_refund|query_order,True,True,True,True,100.0,224274,381.46,11.5,0,,46.8,46.8,76.4,0.64
CASE_115,Reflection,Adversarial,hard,3,5,5,5,100.0,50.0,True,,False,,,80.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,80541,119.27,36.8,0,,74.0,74.0,31.66,1.9034
CASE_116,Reflection,Adversarial,hard,3,1,2,3,17.5,100.0,,True,True,,,50.5,0.0,1.0,1.0,50.0,,apply_refund|query_order,True,True,True,True,100.0,201786,333.11,13.2,0,,47.9,47.9,71.75,0.7195
CASE_117,Reflection,Adversarial,hard,3,5,5,5,100.0,100.0,True,,,,,100.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,144425,224.85,19.5,0,,80.6,80.6,49.88,1.9192
CASE_118,Reflection,Adversarial,hard,3,1,1,5,20.0,100.0,True,True,True,,,52.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,170216,283.39,15.5,0,,55.8,55.8,60.22,1.0718
CASE_119,Reflection,Adversarial,hard,3,2,2,2,25.0,100.0,,True,,,,55.0,0.0,1.0,1.0,50.0,,apply_refund|query_order,True,True,True,True,100.0,203741,354.28,12.4,0,,50.0,50.0,72.16,0.7784
CASE_120,Reflection,Adversarial,hard,3,1,1,4,15.0,100.0,True,True,,,,49.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,148301,242.69,18.1,0,,54.8,54.8,55.68,1.0872
CASE_121,Reflection,Adversarial,hard,3,2,2,4,35.0,100.0,,True,,,,61.0,0.0,1.0,1.0,50.0,,get_policy|query_order,True,True,True,True,100.0,102449,184.91,23.7,0,,55.2,55.2,51.2,1.144
CASE_122,Reflection,Adversarial,hard,3,2,2,3,30.0,50.0,True,False,,,,38.0,0.0,1.0,1.0,50.0,,get_policy|query_order,True,True,True,True,100.0,105046,216.59,20.3,0,,43.1,43.1,51.73,0.7757
CASE_123,Reflection,Adversarial,hard,3,5,5,5,100.0,100.0,,True,,,,100.0,0.0,1.0,1.0,50.0,,get_policy|query_order,True,True,True,True,100.0,199275,363.27,12.1,0,,72.4,72.4,71.23,1.4597
CASE_124,Reflection,Adversarial,hard,3,2,2,4,35.0,100.0,,,,,,61.0,0.667,1.0,0.0,58.3,query_order,get_policy|query_order,True,True,True,True,100.0,110439,175.5,25.0,0,,57.2,57.2,42.85,1.2875
CASE_125,Reflection,Adversarial,hard,3,1,1,4,15.0,100.0,,,,,,49.0,0.667,1.0,0.0,58.3,query_order,get_policy|query_order,True,True,True,True,100.0,89818,176.74,24.8,0,,51.1,51.1,43.58,1.0972
CASE_126,Reflection,Adversarial,hard,3,1,1,3,10.0,100.0,True,True,,,,46.0,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,194486,341.5,12.9,0,,52.2,52.2,70.24,0.8636
CASE_127,Reflection,Adversarial,hard,3,1,1,4,15.0,100.0,True,True,,,,49.0,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,119569,199.42,22.0,0,,55.6,55.6,44.74,1.2206
CASE_128,Reflection,Adversarial,hard,3,1,2,2,12.5,100.0,True,True,True,,,47.5,0.0,1.0,1.0,50.0,,get_policy|query_order,True,True,True,True,100.0,122807,242.2,18.1,0,,47.4,47.4,55.41,0.8679
CASE_129,Reflection,Adversarial,hard,3,2,2,4,35.0,100.0,,,,,,61.0,0.0,1.0,1.0,50.0,,get_policy|query_order,True,True,True,True,100.0,210145,377.11,11.6,0,,52.8,52.8,73.48,0.8492
CASE_130,Reflection,Adversarial,hard,3,1,2,4,22.5,100.0,True,True,,,,53.5,0.0,1.0,1.0,50.0,,get_policy|query_order,True,True,True,True,100.0,209778,367.25,12.0,0,,49.1,49.1,73.4,0.739
CASE_131,Reflection,Adversarial,hard,3,2,2,3,30.0,50.0,True,False,,,,38.0,0.0,1.0,1.0,50.0,,get_policy|query_order,True,True,True,True,100.0,58527,116.14,37.8,0,,46.6,46.6,37.11,1.0269
CASE_132,Reflection,Adversarial,hard,3,2,2,4,35.0,100.0,,,,,,61.0,0.667,1.0,0.0,58.3,query_order,get_policy|query_order,True,True,True,True,100.0,110368,180.85,24.3,0,,57.0,57.0,42.84,1.2816
CASE_133,Reflection,Adversarial,hard,3,1,2,4,22.5,0.0,,,False,,,13.5,0.0,1.0,0.0,25.0,query_order,get_account_info,True,True,True,True,100.0,124889,197.53,22.2,0,,26.2,26.2,45.84,0.3276
CASE_134,Reflection,Adversarial,hard,3,4,5,5,87.5,100.0,True,True,,,,92.5,0.0,1.0,1.0,50.0,,get_account_info,True,True,True,True,100.0,146541,245.82,17.9,0,,69.8,69.8,60.32,1.4908
CASE_135,Reflection,Adversarial,hard,3,5,5,5,100.0,100.0,True,True,,,,100.0,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,114954,189.63,23.1,0,,81.3,81.3,43.78,2.0012
CASE_136,Reflection,Adversarial,hard,3,3,3,4,55.0,100.0,True,True,,,,73.0,0.0,1.0,1.0,50.0,,get_account_info,True,True,True,True,100.0,208289,352.91,12.4,0,,59.0,59.0,73.1,1.039
CASE_137,Reflection,Adversarial,hard,3,5,5,5,100.0,50.0,True,False,,,,80.0,0.0,1.0,1.0,50.0,,get_policy|query_order,True,True,True,True,100.0,58828,121.4,36.2,0,,67.2,67.2,42.17,1.5943
